56,6,22
3,41,58
3,82,41
40,39,101
25,55,38
84,96,72
28,173,174
181,186,151
28,174,183
207,208,206
58,41,101
98,156,154
31,55,95
175,66,176
37,21,53
117,114,115
70,16,64
116,115,6
68,10,94
179,181,151
51,43,30
1,206,176
71,61,80
39,2,34
95,20,14
93,60,78
84,40,101
39,100,2
150,204,179
156,164,165
10,12,65
219,115,114
123,114,113
5,75,3
120,193,191
175,139,210
216,122,198
161,159,160
117,113,114
6,160,22
175,210,66
161,158,199
41,23,13
150,190,96
57,22,159
186,184,152
63,59,31
44,49,55
20,95,25
173,187,171
14,189,83
18,9,59
52,87,102
174,173,171
163,132,165
45,180,182
162,163,164
225,131,222
6,12,209
57,164,54
161,200,157
217,115,219
157,162,159
198,200,199
132,126,129
138,125,123
165,129,155
142,178,177
155,129,127
1,85,207
64,69,48
207,98,208
86,186,180
77,11,24
7,50,18
97,49,44
50,79,19
185,86,21
51,30,32
63,28,18
53,69,64
73,7,18
7,91,50
170,168,143
144,178,142
153,146,141
143,145,148
164,163,165
104,111,107
124,191,121
195,148,147
215,112,105
136,113,117
211,210,209
135,134,136
168,212,108
224,197,196
208,142,177
176,66,1
16,77,15
208,140,142
16,15,27
66,12,10
30,74,17
34,67,39
60,100,78
34,29,88
88,8,99
84,72,40
78,100,40
101,39,67
40,100,39
67,58,101
23,102,87
76,102,62
82,75,62
80,58,67
3,75,82
67,34,80
2,29,34
80,61,58
65,12,56
75,56,62
75,5,65
58,61,3
94,71,81
3,61,5
80,34,88
75,65,56
1,68,85
211,209,12
210,135,117
218,216,219
217,158,115
116,117,115
209,210,117
121,192,125
118,114,123
12,6,56
115,158,6
218,122,216
199,158,217
209,116,6
209,117,116
192,118,123
122,119,201
120,191,124
193,118,192
125,192,123
191,193,192
113,138,123
167,169,194
132,124,128
191,192,121
133,128,124
120,119,193
54,11,90
57,162,164
162,201,163
119,122,193
157,201,162
119,120,163
132,120,124
132,163,120
163,201,119
157,200,201
193,122,118
201,200,198
219,216,217
122,201,198
199,216,198
219,114,218
118,218,114
118,122,218
22,160,159
6,158,160
159,161,157
160,158,161
216,199,217
200,161,199
62,102,82
57,159,162
76,22,57
62,56,22
11,26,90
26,92,4
78,20,93
78,40,72
20,72,14
20,78,72
13,202,205
203,204,150
101,13,84
46,23,87
41,13,101
23,82,102
149,188,190
205,84,13
151,150,179
203,96,205
188,152,172
14,72,96
204,203,202
96,84,205
96,203,150
205,202,203
20,25,93
95,55,25
190,189,96
14,96,189
55,49,38
14,31,95
59,9,44
31,44,55
9,97,44
31,83,63
31,14,83
171,187,188
83,189,187
31,59,44
63,18,59
149,190,150
187,189,190
151,149,150
151,186,152
190,188,187
172,184,174
149,152,188
149,151,152
202,46,204
45,87,42
185,183,184
173,83,187
172,174,171
63,83,173
188,172,171
152,184,172
183,174,184
21,73,28
21,183,185
21,28,183
18,28,73
63,173,28
180,186,181
185,184,186
179,182,181
53,64,89
53,86,69
185,186,86
4,87,52
182,179,46
48,69,42
86,180,45
204,46,179
202,13,46
87,45,46
180,181,182
46,45,182
42,69,45
13,23,46
41,82,23
26,4,52
4,42,87
102,76,52
62,22,76
76,26,52
92,48,4
90,26,76
11,92,26
57,90,76
57,54,90
221,222,223
133,124,121
213,212,166
194,197,221
224,221,197
167,213,166
223,194,221
169,195,194
194,195,197
169,166,170
146,226,147
197,195,196
226,225,224
196,195,147
222,131,133
126,132,128
128,133,131
220,223,222
226,224,196
222,221,224
128,131,126
222,224,225
127,129,126
130,131,225
132,129,165
126,131,127
141,140,153
155,156,165
130,155,127
153,140,154
131,130,127
146,153,155
164,156,54
154,140,208
155,153,156
155,130,146
147,226,196
130,225,226
226,146,130
147,148,146
148,141,146
148,145,141
45,69,86
42,4,48
47,89,64
64,27,47
37,53,89
21,86,53
73,37,51
73,21,37
73,51,7
37,89,51
9,19,97
9,50,19
18,50,9
7,32,91
51,32,7
36,91,32
50,91,79
89,43,51
47,27,33
32,30,36
43,33,74
70,48,92
70,64,48
64,16,27
77,92,11
35,33,27
43,89,47
141,145,140
144,110,109
54,156,98
156,153,154
54,98,11
154,208,98
1,207,206
24,98,207
85,24,207
11,98,24
70,77,16
70,92,77
145,142,140
144,143,110
77,85,15
77,24,85
108,110,143
104,105,103
178,109,137
106,108,105
145,144,142
145,143,144
214,112,215
108,143,168
148,170,143
166,212,168
223,167,194
213,215,212
170,166,168
169,167,166
195,170,148
195,169,170
133,112,220
108,212,215
223,213,167
214,220,112
111,103,121
220,222,133
103,112,133
215,213,214
223,214,213
223,220,214
125,111,121
125,107,111
137,106,134
106,110,108
121,103,133
111,104,103
106,104,107
105,112,103
106,105,104
108,215,105
138,134,107
109,110,106
175,178,137
144,109,178
206,177,176
206,208,177
134,138,136
107,125,138
137,134,139
106,107,134
175,137,139
109,106,137
135,136,117
138,113,136
66,211,12
66,210,211
139,135,210
139,134,135
177,175,176
177,178,175
5,10,65
94,61,71
10,1,66
10,68,1
99,71,88
81,15,68
5,94,10
5,61,94
81,68,94
15,85,68
35,81,71
27,15,81
33,35,99
27,81,35
74,33,99
43,47,33
17,74,8
30,43,74
80,88,71
29,8,88
74,99,8
35,71,99
30,17,36
