-1.2992,-0.046554,-5.5948e-10
-1.2969,0.092672,-7.0493e-10
-1.2848,-0.20565,1.4182e-09
-1.277,0.25246,1.5287e-10
-1.2572,-0.34387,-4.3158e-10
-1.2421,0.39892,9.8942e-10
-1.2077,-0.50112,3.1663e-09
-1.1898,0.54595,-1.3647e-09
-1.1823,-0.118,0.21356
-1.1806,0.1758,0.21038
-1.1431,-0.64683,-2.4519e-10
-1.137,0.022202,0.30369
-1.1343,-0.384,0.20791
-1.1309,0.34869,0.25656
-1.1219,0.68695,5.9851e-10
-1.1151,-0.24598,0.30128
-1.0988,0.51138,0.2427
-1.0617,-0.78738,-2.4672e-09
-1.0648,-0.52508,0.23978
-1.0413,0.81774,1.2985e-09
-1.0204,0.20765,0.48819
-1.0379,0.68136,0.24695
-1.0116,-0.10253,0.51151
-0.98178,-0.37761,0.4695
-0.99551,-0.66439,0.23919
-0.95996,0.41829,0.54279
-0.92277,0.051371,0.66484
-0.95908,-0.92672,-3.9228e-10
-0.95903,0.83978,0.26154
-0.93576,0.60375,0.50988
-0.9167,-0.23512,0.63625
-0.94764,0.94043,-1.6354e-09
-0.91899,-0.80918,0.21014
-0.89967,-0.53044,0.5024
-0.82113,0.30046,0.80426
-0.80402,-0.095261,0.85143
-0.85494,0.78123,0.55397
-0.87381,0.99053,0.24838
-0.85473,-1.0414,-2.8762e-10
-0.84107,1.0549,2.3696e-10
-0.80248,-0.38002,0.75106
-0.82849,-0.69377,0.46652
-0.76307,0.57411,0.82569
-0.70911,0.085888,1.0091
-0.78146,0.96785,0.53709
-0.79438,-0.89263,0.29179
-0.70698,-0.23261,0.96959
-0.77404,1.1295,0.21331
-0.72673,-0.54501,0.74673
-0.72594,-1.1572,1.163e-09
-0.72223,1.1602,1.8594e-11
-0.67952,0.82603,0.84601
-0.62643,0.36268,1.1086
-0.59503,-0.087562,1.1878
-0.70406,-1.035,0.21878
-0.69785,1.1445,0.48355
-0.68095,-0.73898,0.62066
-0.61798,-0.38416,1.0243
-0.55987,0.62953,1.1386
-0.50531,0.10464,1.338
-0.60441,1.064,0.79473
-0.63309,1.2708,0.31404
-0.50962,-0.22756,1.2779
-0.61589,-0.9083,0.49726
-0.56282,-0.56177,0.95298
-0.59879,-1.2506,-2.3886e-11
-0.59393,1.2539,-1.1091e-09
-0.49113,0.89773,1.1132
-0.43061,0.379,1.4209
-0.55234,-1.1021,0.29531
-0.5378,1.2725,0.65327
-0.40511,-0.083101,1.4963
-0.53558,1.3529,0.21517
-0.445,-0.38248,1.2685
-0.50694,-0.74107,0.82496
-0.37197,0.65797,1.4193
-0.43079,1.1599,0.99692
-0.45458,-1.3367,8.3123e-10
-0.32374,0.099468,1.6365
-0.449,1.3396,6.3879e-10
-0.45114,-0.93888,0.62832
-0.45527,1.4122,0.50623
-0.33675,-0.21875,1.5431
-0.39184,-0.55347,1.1639
-0.42686,-1.2305,0.21388
-0.3167,0.94796,1.3313
-0.26159,0.37636,1.6852
-0.35895,1.3738,0.83693
-0.37122,1.4779,0.29622
-0.24513,-0.080032,1.7526
-0.33931,-0.75018,0.97613
-0.28241,-0.36873,1.4824
-0.35707,-1.1048,0.47033
-0.30393,-1.4076,-8.3223e-11
-0.3,1.4092,2.3109e-10
-0.28159,1.5238,0.62454
-0.21041,0.66923,1.63
-0.25355,1.2235,1.1717
-0.17696,0.090892,1.8635
-0.18846,-0.20741,1.7465
-0.26354,-0.94391,0.7709
-0.23073,-0.55024,1.3176
-0.25205,-1.2943,0.2432
-0.23649,1.528,0.21186
-0.17858,1.4572,0.95318
-0.15165,0.97878,1.4833
-0.12228,0.37061,1.86
-0.11372,-0.076775,1.923
-0.16363,-0.753,1.0936
-0.1348,-0.36215,1.6218
-0.17303,-1.1511,0.52001
-0.16916,1.6023,0.46419
-0.13823,-1.4659,8.2141e-10
-0.12339,1.4702,-4.2215e-10
-0.063834,0.68084,1.7428
-0.07677,1.2811,1.2612
-0.053257,0.086446,1.9831
-0.08055,-0.97468,0.82212
-0.055986,-0.20465,1.8521
-0.068585,-0.55281,1.406
-0.077127,1.6055,0.74064
-0.072765,-1.3463,0.25265
-0.052828,1.602,0.23699
0.017896,-1.1853,0.53305
0.01862,0.37267,1.9171
0.021911,-0.76928,1.1279
0.021352,-0.077882,1.9759
0.024404,1.0102,1.5294
0.027136,-0.36465,1.6674
0.034603,1.4977,1.0109
0.040524,1.6527,0.4954
0.040786,-1.4913,-1.2144e-09
0.058966,1.487,-3.2698e-10
0.14814,-0.95922,0.8232
0.12303,-1.3339,0.25251
0.13359,0.081162,1.9734
0.16297,-0.53904,1.4004
0.15097,0.6592,1.7367
0.14673,-0.20004,1.8403
0.17834,1.246,1.2556
0.14447,1.5743,0.23632
0.17851,1.5688,0.73697
0.24891,-1.1307,0.52267
0.28642,-0.72891,1.0903
0.24381,0.3496,1.8456
0.23539,-0.076178,1.9005
0.2771,-0.34947,1.6016
0.29195,0.9351,1.472
0.22093,-1.4393,2.4729e-10
0.28384,1.558,0.46081
0.32082,1.4028,0.94357
0.24027,1.4323,-1.0418e-09
0.31601,-1.2746,0.24455
0.38924,-0.91434,0.77137
0.40723,-0.52546,1.2991
0.32393,0.078048,1.8363
0.35436,-0.20121,1.712
0.37519,0.62747,1.6137
0.33983,1.4858,0.20758
0.43278,1.1596,1.1562
0.43277,1.461,0.61488
0.46305,-1.0776,0.47019
0.52046,-0.7157,0.96644
0.44046,0.34314,1.6608
0.42527,-0.080797,1.71
0.49341,-0.35167,1.4413
0.39473,-1.367,-2.8461e-11
0.52202,0.88523,1.3112
0.55039,1.2976,0.82012
0.42128,1.3539,-3.6434e-10
0.49528,1.4216,0.2902
0.49642,-1.2123,0.20707
0.6036,-0.90447,0.62554
0.62134,-0.52194,1.1327
0.52454,0.079562,1.5958
0.56127,-0.21188,1.4877
0.58726,0.6032,1.3996
0.65481,1.0815,0.97299
0.62549,1.3358,0.49282
0.71532,-0.70229,0.81038
0.64505,-1.0793,0.29198
0.64136,-0.084841,1.4377
0.65825,0.33598,1.3922
0.70917,-0.3626,1.2041
0.56639,-1.2717,1.6096e-09
0.56972,1.2696,1.6973e-09
0.73313,0.82544,1.0903
0.65195,1.2938,0.21035
0.74526,1.1876,0.62692
0.76777,-0.87684,0.49197
0.81952,-0.52851,0.90752
0.78305,-0.21862,1.2064
0.75944,0.079687,1.2874
0.80702,0.57009,1.1222
0.84104,0.97942,0.77008
0.78543,1.1908,0.29158
0.70358,-1.175,1.0369e-09
0.78421,-1.0188,0.21073
0.8822,-0.7047,0.60064
0.72423,1.1586,-3.4989e-10
0.88718,0.3174,1.0801
0.91391,-0.36125,0.93737
0.87773,-0.087832,1.1168
0.89519,1.052,0.46836
0.93067,0.7536,0.82025
0.98015,-0.50931,0.69829
0.9036,-0.87173,0.28845
1.0083,0.52335,0.81761
1.002,-0.22379,0.88571
0.99325,0.074108,0.94851
0.90872,1.0463,0.2056
1.001,0.86585,0.52041
0.84285,-1.0532,7.8695e-10
1.0057,-0.6607,0.45545
0.84711,1.049,-1.3397e-09
1.0827,0.28931,0.76337
1.0873,-0.091845,0.78175
1.0959,-0.35983,0.63153
1.0877,0.66998,0.53044
1.0056,-0.79453,0.21033
1.0185,0.90229,0.24293
1.1095,-0.49842,0.45712
0.95081,-0.93666,1.8358e-09
0.97081,0.91234,1.8134e-09
1.1559,0.46684,0.51842
1.1748,0.06827,0.61077
1.1733,-0.23301,0.55048
1.101,-0.64989,0.23077
1.1089,0.74544,0.25047
1.2132,0.25797,0.46859
1.2254,-0.091618,0.47264
1.0555,-0.79668,8.7413e-10
1.1812,0.58021,0.25061
1.0698,0.77474,-2.2574e-10
1.1798,-0.51103,0.21103
1.2147,-0.3724,0.30033
1.2356,0.40889,0.24316
1.1388,-0.65534,1.0265e-09
1.2615,-0.23817,0.24982
1.2771,0.066811,0.29003
1.1505,0.63214,4.375e-10
1.2748,0.23051,0.21179
1.2878,-0.086547,0.21411
1.2059,-0.50582,-9.443e-10
1.2133,0.48611,-4.2744e-10
1.2497,-0.37214,1.0358e-09
1.2585,0.3385,-5.0312e-10
1.2807,-0.23154,-1.2677e-09
1.2874,0.18721,2.8053e-09
1.297,-0.091038,-1.2041e-09
1.2991,0.048792,9.0477e-10
