114,95,104
5,7,13
14,4,10
53,60,69
69,60,79
52,61,45
68,61,52
27,23,36
26,17,14
30,17,26
175,165,182
13,7,19
34,19,25
34,25,42
13,19,24
24,19,34
199,180,190
190,207,199
191,180,199
198,207,190
156,165,175
145,136,156
158,168,148
177,168,158
215,211,224
2,10,4
53,35,44
44,60,53
44,27,36
35,27,44
77,61,68
38,29,45
20,29,38
38,32,20
138,158,148
145,158,138
6,17,8
6,4,14
14,17,6
68,52,59
59,76,68
53,69,59
69,76,59
43,35,53
53,59,43
43,59,52
30,26,43
43,26,35
15,29,20
45,29,37
37,52,45
30,43,37
37,43,52
22,17,30
30,37,22
22,37,29
29,15,22
8,17,22
22,15,8
23,27,12
12,9,23
1,9,12
12,2,1
10,2,12
192,202,209
163,154,173
173,180,163
190,180,173
149,135,132
162,173,154
46,28,39
11,19,7
18,25,11
11,25,19
34,42,49
65,58,49
33,42,25
18,28,33
33,25,18
33,28,46
46,42,33
79,60,72
13,24,16
23,9,16
16,5,13
36,23,31
23,16,31
31,16,24
41,24,34
34,49,41
41,49,58
41,31,24
99,108,117
223,207,213
207,198,213
198,197,213
148,168,160
205,194,208
205,212,195
208,219,205
219,212,205
187,168,177
177,194,187
187,205,195
194,205,187
183,194,177
177,158,164
175,183,164
164,183,177
164,156,175
145,156,164
164,158,145
89,104,95
131,121,142
206,202,191
191,199,206
209,202,218
222,236,218
218,206,222
202,206,218
232,228,220
223,232,220
220,207,223
240,226,231
222,228,235
235,236,222
249,240,251
240,249,242
225,219,208
208,216,225
226,216,210
229,212,219
195,212,204
204,189,195
200,186,188
71,77,88
61,77,71
86,77,68
68,76,86
87,69,79
87,76,69
79,99,87
10,12,21
21,12,27
14,10,21
21,26,14
21,27,35
35,26,21
163,180,174
174,155,163
174,180,191
166,155,174
166,157,147
137,155,147
147,155,166
165,156,146
146,157,165
146,156,136
202,192,184
191,202,184
184,174,191
166,174,184
135,149,153
153,149,167
143,162,154
143,153,162
143,124,135
135,153,143
173,162,181
181,198,190
190,173,181
185,197,181
181,197,198
137,120,126
126,120,109
72,63,83
60,44,54
54,72,60
54,44,36
54,63,72
5,16,3
3,16,9
3,9,1
36,31,47
31,41,47
47,54,36
63,54,47
58,63,47
47,41,58
108,99,90
72,83,90
79,72,90
90,99,79
169,189,179
194,183,201
208,194,201
201,216,208
201,210,216
80,89,95
104,89,112
121,131,112
123,133,114
114,104,123
104,112,123
123,112,131
150,131,142
188,179,196
179,189,196
196,200,188
196,204,211
189,204,196
211,215,196
215,200,196
214,220,228
214,228,222
222,206,214
214,206,199
214,199,207
207,220,214
227,218,236
209,218,227
251,240,243
240,231,243
238,228,232
238,235,228
247,242,249
230,225,216
230,216,226
230,226,240
240,242,230
203,192,209
182,192,203
217,231,226
226,210,217
209,227,217
217,227,231
217,203,209
210,203,217
237,247,245
242,247,237
237,230,242
225,230,237
212,229,221
211,204,221
221,204,212
224,211,221
221,234,224
229,234,221
82,71,88
62,71,82
32,38,48
48,40,32
48,62,51
51,40,48
98,86,106
106,116,98
98,116,105
77,86,98
88,77,98
98,105,88
97,86,76
76,87,97
106,86,97
97,115,106
138,115,125
117,136,125
125,136,145
145,138,125
107,87,99
107,125,115
107,97,87
115,97,107
107,99,117
117,125,107
139,147,157
157,146,139
176,184,192
176,182,165
176,192,182
165,157,176
176,157,166
166,184,176
172,167,185
172,153,167
162,153,172
185,181,172
172,181,162
144,154,163
137,126,144
163,155,144
144,155,137
134,143,154
154,144,134
134,144,126
124,143,134
109,120,102
102,120,110
122,103,113
132,135,122
122,113,132
135,124,122
108,90,100
100,90,83
74,58,65
65,84,74
74,63,58
74,83,63
168,187,178
178,160,168
178,169,160
178,187,195
195,189,178
189,169,178
148,160,140
106,115,128
128,116,106
128,115,138
128,140,116
128,138,148
148,140,128
121,105,130
105,116,130
116,140,130
142,121,130
159,170,152
231,227,239
239,243,231
239,227,236
246,239,236
210,201,193
193,203,210
193,201,183
193,183,175
175,182,193
182,203,193
233,237,245
233,229,219
219,225,233
225,237,233
241,234,229
241,233,245
229,233,241
96,112,89
89,82,96
96,82,88
88,105,96
96,105,121
121,112,96
62,82,73
73,82,89
73,67,51
51,62,73
73,80,67
89,80,73
56,71,62
62,48,56
45,61,56
61,71,56
56,38,45
56,48,38
147,139,129
137,147,129
129,120,137
110,120,129
127,139,146
127,146,136
117,108,127
127,136,117
65,49,57
57,49,42
57,42,46
46,64,57
111,122,124
103,122,111
109,101,118
118,126,109
118,134,126
101,111,118
124,134,118
118,111,124
75,57,64
75,84,65
65,57,75
113,103,94
92,100,83
83,74,92
110,100,92
92,74,84
92,102,110
84,102,92
151,140,160
160,169,151
142,130,151
151,130,140
170,159,171
188,186,171
186,170,171
171,179,188
171,159,150
131,150,141
150,159,141
141,123,131
133,123,141
141,152,133
141,159,152
243,239,248
239,246,248
235,238,244
236,235,244
244,246,236
139,127,119
119,129,139
108,100,119
119,127,108
119,100,110
110,129,119
64,70,81
81,75,64
50,70,55
55,70,64
55,64,46
55,39,50
46,39,55
66,70,50
179,171,161
161,171,150
161,169,179
161,151,169
161,150,142
142,151,161
251,243,250
243,248,250
91,81,101
75,81,91
91,101,109
109,102,91
91,102,84
84,75,91
93,111,101
101,81,93
103,111,93
93,81,70
103,93,85
85,94,103
78,94,85
85,93,70
85,66,78
70,66,85
